MaGiaoDich,NgayThanhToan,ThangThanhToan,DoTuoiThiSinh,TenChungChi,LinhVuc,GiaGoc,PhanTramGiamGia,DoanhThuThucTe,PhuongThucThanhToan,NgayThi,DiemThi,TrangThaiThi
HD01050,2024-02-02,2024-02,22,MOS Excel,Tin Học,850000,0.15,722500.0,VNPay,2024-02-24,794,Đạt
HD00060,2024-02-03,2024-02,25,IC3,Tin Học,750000,0,750000,Tiền mặt,2024-02-24,787,Đạt
HD00278,2024-02-03,2024-02,22,IELTS,Ngoại Ngữ,4500000,0,4500000,Momo,2024-02-21,5.0,Đạt
HD00335,2024-02-03,2024-02,19,TOEIC,Ngoại Ngữ,1200000,0,1200000,VNPay,2024-02-21,645,Đạt
HD00683,2024-02-03,2024-02,26,IELTS,Ngoại Ngữ,4500000,0,4500000,Chuyển khoản,2024-02-25,6.5,Đạt
HD00563,2024-02-04,2024-02,17,TOEIC,Ngoại Ngữ,1200000,0.2,960000.0,Momo,2024-03-01,660,Đạt
HD00700,2024-02-04,2024-02,17,VSTEP,Ngoại Ngữ,1800000,0,1800000,Chuyển khoản,2024-02-28,2.6,Không đạt
HD01279,2024-02-05,2024-02,24,TOEIC,Ngoại Ngữ,1200000,0,1200000,Tiền mặt,2024-02-28,500,Không đạt
HD00352,2024-02-06,2024-02,24,VSTEP,Ngoại Ngữ,1800000,0,1800000,Tiền mặt,2024-03-06,3.2,Không đạt
HD00936,2024-02-06,2024-02,23,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Momo,2024-02-22,505,Không đạt
HD00982,2024-02-06,2024-02,17,IC3,Tin Học,750000,0,750000,VNPay,2024-02-22,751,Đạt
HD00253,2024-02-07,2024-02,23,IELTS,Ngoại Ngữ,4500000,0.15,3825000.0,VNPay,2024-03-01,6.5,Đạt
HD00401,2024-02-07,2024-02,23,VSTEP,Ngoại Ngữ,1800000,0.15,1530000.0,Momo,2024-02-25,2.8,Không đạt
HD00376,2024-02-08,2024-02,26,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Chuyển khoản,2024-03-06,355,Không đạt
HD01492,2024-02-08,2024-02,23,IELTS,Ngoại Ngữ,4500000,0,4500000,Chuyển khoản,2024-02-28,6.0,Đạt
HD01058,2024-02-09,2024-02,20,TOEIC,Ngoại Ngữ,1200000,0,1200000,VNPay,2024-02-27,425,Không đạt
HD00038,2024-02-10,2024-02,24,IELTS,Ngoại Ngữ,4500000,0,4500000,Chuyển khoản,2024-03-03,7.0,Đạt
HD01461,2024-02-10,2024-02,19,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2024-02-28,480,Không đạt
HD00102,2024-02-11,2024-02,16,MOS Word,Tin Học,850000,0.1,765000.0,VNPay,2024-03-10,750,Đạt
HD00255,2024-02-11,2024-02,23,IELTS,Ngoại Ngữ,4500000,0,4500000,Chuyển khoản,2024-03-03,6.0,Đạt
HD00728,2024-02-11,2024-02,20,VSTEP,Ngoại Ngữ,1800000,0.1,1620000.0,Tiền mặt,2024-02-27,8.0,Đạt
HD00035,2024-02-15,2024-02,17,MOS Excel,Tin Học,850000,0,850000,Tiền mặt,2024-03-09,847,Đạt
HD00350,2024-02-16,2024-02,25,IELTS,Ngoại Ngữ,4500000,0,4500000,Momo,2024-03-16,6.0,Đạt
HD00988,2024-02-16,2024-02,27,IELTS,Ngoại Ngữ,4500000,0,4500000,Tiền mặt,2024-03-14,6.5,Đạt
HD01157,2024-02-16,2024-02,15,IELTS,Ngoại Ngữ,4500000,0,4500000,VNPay,2024-03-10,5.0,Đạt
HD00064,2024-02-17,2024-02,32,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,Tiền mặt,2024-03-07,7.0,Đạt
HD00175,2024-02-17,2024-02,24,MOS Excel,Tin Học,850000,0,850000,Tiền mặt,2024-03-04,798,Đạt
HD00620,2024-02-18,2024-02,23,TOEIC,Ngoại Ngữ,1200000,0.2,960000.0,Tiền mặt,2024-03-04,605,Đạt
HD00905,2024-02-18,2024-02,32,TOEIC,Ngoại Ngữ,1200000,0.15,1020000.0,Tiền mặt,2024-03-11,720,Đạt
HD00808,2024-02-19,2024-02,21,MOS Word,Tin Học,850000,0,850000,VNPay,2024-03-14,824,Đạt
HD00817,2024-02-19,2024-02,18,MOS Excel,Tin Học,850000,0.15,722500.0,Tiền mặt,2024-03-16,811,Đạt
HD01192,2024-02-19,2024-02,22,IELTS,Ngoại Ngữ,4500000,0,4500000,Tiền mặt,2024-03-05,6.5,Đạt
HD00796,2024-02-20,2024-02,22,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2024-03-11,675,Đạt
HD00896,2024-02-20,2024-02,16,MOS Excel,Tin Học,850000,0.15,722500.0,Tiền mặt,2024-03-09,745,Đạt
HD00046,2024-02-21,2024-02,19,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,Momo,2024-03-20,5.0,Đạt
HD00076,2024-02-21,2024-02,20,IELTS,Ngoại Ngữ,4500000,0.2,3600000.0,Chuyển khoản,2024-03-10,5.5,Đạt
HD00391,2024-02-21,2024-02,19,TOEIC,Ngoại Ngữ,1200000,0.15,1020000.0,Chuyển khoản,2024-03-06,890,Đạt
HD01305,2024-02-21,2024-02,20,MOS Word,Tin Học,850000,0,850000,Momo,2024-03-13,798,Đạt
HD01321,2024-02-21,2024-02,28,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Tiền mặt,2024-03-22,590,Đạt
HD00029,2024-02-22,2024-02,15,TOEIC,Ngoại Ngữ,1200000,0,1200000,Chuyển khoản,2024-03-13,815,Đạt
HD00085,2024-02-22,2024-02,16,IELTS,Ngoại Ngữ,4500000,0,4500000,Tiền mặt,2024-03-09,6.5,Đạt
HD00256,2024-02-22,2024-02,26,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,Chuyển khoản,2024-03-21,7.0,Đạt
HD00561,2024-02-22,2024-02,17,TOEIC,Ngoại Ngữ,1200000,0.15,1020000.0,Tiền mặt,2024-03-13,520,Không đạt
HD00578,2024-02-22,2024-02,15,MOS Excel,Tin Học,850000,0,850000,Chuyển khoản,2024-03-19,762,Đạt
HD00800,2024-02-23,2024-02,19,TOEIC,Ngoại Ngữ,1200000,0,1200000,VNPay,2024-03-09,570,Đạt
HD01095,2024-02-23,2024-02,24,VSTEP,Ngoại Ngữ,1800000,0,1800000,Chuyển khoản,2024-03-16,2.7,Không đạt
HD00322,2024-02-24,2024-02,23,IELTS,Ngoại Ngữ,4500000,0,4500000,VNPay,2024-03-09,5.5,Đạt
HD00623,2024-02-24,2024-02,20,IELTS,Ngoại Ngữ,4500000,0,4500000,Chuyển khoản,2024-03-09,6.0,Đạt
HD01041,2024-02-24,2024-02,19,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,VNPay,2024-03-18,475,Không đạt
HD00083,2024-02-25,2024-02,18,TOEIC,Ngoại Ngữ,1200000,0,1200000,Tiền mặt,2024-03-21,610,Đạt
HD00770,2024-02-27,2024-02,24,IELTS,Ngoại Ngữ,4500000,0,4500000,VNPay,2024-03-12,7.0,Đạt
HD00873,2024-02-27,2024-02,21,TOEIC,Ngoại Ngữ,1200000,0,1200000,Tiền mặt,2024-03-28,645,Đạt
HD01165,2024-02-27,2024-02,24,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Tiền mặt,2024-03-16,820,Đạt
HD00466,2024-02-28,2024-02,25,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,VNPay,2024-03-28,6.0,Đạt
HD00826,2024-02-28,2024-02,18,IELTS,Ngoại Ngữ,4500000,0,4500000,VNPay,2024-03-27,5.5,Đạt
HD00921,2024-02-28,2024-02,23,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,Tiền mặt,2024-03-29,6.0,Đạt
HD00325,2024-02-29,2024-02,22,MOS Word,Tin Học,850000,0,850000,Momo,2024-03-16,917,Đạt
HD00598,2024-02-29,2024-02,31,MOS Excel,Tin Học,850000,0.15,722500.0,VNPay,2024-03-16,772,Đạt
HD01064,2024-02-29,2024-02,20,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2024-03-30,770,Đạt
HD00044,2024-03-01,2024-03,24,TOEIC,Ngoại Ngữ,1200000,0,1200000,Tiền mặt,2024-03-16,695,Đạt
HD00783,2024-03-01,2024-03,29,IELTS,Ngoại Ngữ,4500000,0.2,3600000.0,Chuyển khoản,2024-03-28,5.5,Đạt
HD01267,2024-03-01,2024-03,24,MOS Excel,Tin Học,850000,0,850000,Chuyển khoản,2024-03-17,717,Đạt
HD00165,2024-03-02,2024-03,26,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2024-03-25,920,Đạt
HD00838,2024-03-02,2024-03,23,TOEIC,Ngoại Ngữ,1200000,0,1200000,Tiền mặt,2024-03-16,495,Không đạt
HD00916,2024-03-02,2024-03,18,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2024-03-18,735,Đạt
HD01316,2024-03-02,2024-03,18,IELTS,Ngoại Ngữ,4500000,0.2,3600000.0,Momo,2024-03-30,7.5,Đạt
HD01490,2024-03-02,2024-03,24,TOEIC,Ngoại Ngữ,1200000,0,1200000,Tiền mặt,2024-03-28,410,Không đạt
HD00674,2024-03-03,2024-03,22,MOS Excel,Tin Học,850000,0,850000,Chuyển khoản,2024-03-25,854,Đạt
HD00379,2024-03-04,2024-03,20,MOS Excel,Tin Học,850000,0,850000,Tiền mặt,2024-03-29,740,Đạt
HD01219,2024-03-04,2024-03,15,VSTEP,Ngoại Ngữ,1800000,0.1,1620000.0,Tiền mặt,2024-03-19,2.5,Không đạt
HD00375,2024-03-05,2024-03,24,TOEIC,Ngoại Ngữ,1200000,0,1200000,Chuyển khoản,2024-03-26,670,Đạt
HD00778,2024-03-05,2024-03,22,TOEIC,Ngoại Ngữ,1200000,0,1200000,Tiền mặt,2024-03-21,735,Đạt
HD01125,2024-03-05,2024-03,17,IELTS,Ngoại Ngữ,4500000,0,4500000,Chuyển khoản,2024-03-25,6.0,Đạt
HD01148,2024-03-06,2024-03,22,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2024-03-21,480,Không đạt
HD00909,2024-03-07,2024-03,24,IELTS,Ngoại Ngữ,4500000,0.15,3825000.0,Tiền mặt,2024-04-06,7.5,Đạt
HD01042,2024-03-07,2024-03,22,TOEIC,Ngoại Ngữ,1200000,0,1200000,Tiền mặt,2024-04-03,465,Không đạt
HD01290,2024-03-07,2024-03,19,MOS Word,Tin Học,850000,0,850000,VNPay,2024-03-29,678,Không đạt
HD00478,2024-03-09,2024-03,30,TOEIC,Ngoại Ngữ,1200000,0,1200000,Tiền mặt,2024-03-30,490,Không đạt
HD00980,2024-03-09,2024-03,23,TOEIC,Ngoại Ngữ,1200000,0.15,1020000.0,Chuyển khoản,2024-03-24,305,Không đạt
HD01298,2024-03-09,2024-03,16,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2024-03-30,875,Đạt
HD00187,2024-03-10,2024-03,26,TOEIC,Ngoại Ngữ,1200000,0,1200000,Chuyển khoản,2024-04-02,820,Đạt
HD01015,2024-03-10,2024-03,28,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2024-03-25,650,Đạt
HD01147,2024-03-10,2024-03,21,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Tiền mặt,2024-04-09,385,Không đạt
HD01338,2024-03-10,2024-03,20,MOS Excel,Tin Học,850000,0,850000,Chuyển khoản,2024-03-30,772,Đạt
HD01115,2024-03-11,2024-03,27,TOEIC,Ngoại Ngữ,1200000,0,1200000,Chuyển khoản,2024-04-09,855,Đạt
HD00058,2024-03-12,2024-03,19,MOS Excel,Tin Học,850000,0.1,765000.0,Tiền mặt,2024-04-07,1000,Đạt
HD00574,2024-03-12,2024-03,23,IELTS,Ngoại Ngữ,4500000,0,4500000,VNPay,2024-04-10,4.5,Không đạt
HD01436,2024-03-12,2024-03,20,IC3,Tin Học,750000,0.1,675000.0,Momo,2024-04-01,731,Đạt
HD00054,2024-03-13,2024-03,22,TOEIC,Ngoại Ngữ,1200000,0,1200000,Chuyển khoản,2024-04-03,570,Đạt
HD00446,2024-03-13,2024-03,15,VSTEP,Ngoại Ngữ,1800000,0.2,1440000.0,Tiền mặt,2024-03-31,5.3,Đạt
HD00771,2024-03-13,2024-03,20,IELTS,Ngoại Ngữ,4500000,0,4500000,VNPay,2024-04-08,6.0,Đạt
HD01347,2024-03-14,2024-03,18,VSTEP,Ngoại Ngữ,1800000,0,1800000,Momo,2024-03-31,4.2,Đạt
HD00842,2024-03-15,2024-03,27,VSTEP,Ngoại Ngữ,1800000,0.1,1620000.0,VNPay,2024-04-12,8.4,Đạt
HD01303,2024-03-15,2024-03,27,IC3,Tin Học,750000,0,750000,VNPay,2024-04-02,853,Đạt
HD00487,2024-03-16,2024-03,24,TOEIC,Ngoại Ngữ,1200000,0,1200000,Chuyển khoản,2024-04-11,635,Đạt
HD01169,2024-03-16,2024-03,18,MOS Excel,Tin Học,850000,0,850000,Chuyển khoản,2024-04-08,925,Đạt
HD00028,2024-03-17,2024-03,17,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,VNPay,2024-04-02,4.5,Không đạt
HD00215,2024-03-17,2024-03,25,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2024-04-14,685,Đạt
HD00716,2024-03-17,2024-03,25,MOS Excel,Tin Học,850000,0,850000,Momo,2024-04-01,715,Đạt
HD00792,2024-03-17,2024-03,20,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,Tiền mặt,2024-04-04,7.0,Đạt
HD00397,2024-03-18,2024-03,15,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Chuyển khoản,2024-04-15,620,Đạt
HD00689,2024-03-18,2024-03,18,MOS Word,Tin Học,850000,0,850000,Chuyển khoản,2024-04-10,756,Đạt
HD00751,2024-03-18,2024-03,24,TOEIC,Ngoại Ngữ,1200000,0.2,960000.0,Chuyển khoản,2024-04-15,575,Đạt
HD00333,2024-03-19,2024-03,21,IELTS,Ngoại Ngữ,4500000,0,4500000,Chuyển khoản,2024-04-12,5.5,Đạt
HD00518,2024-03-19,2024-03,17,IELTS,Ngoại Ngữ,4500000,0,4500000,Tiền mặt,2024-04-14,8.5,Đạt
HD00639,2024-03-19,2024-03,23,TOEIC,Ngoại Ngữ,1200000,0,1200000,Tiền mặt,2024-04-16,620,Đạt
HD00798,2024-03-19,2024-03,21,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Chuyển khoản,2024-04-08,545,Không đạt
HD00786,2024-03-20,2024-03,15,TOEIC,Ngoại Ngữ,1200000,0,1200000,VNPay,2024-04-16,635,Đạt
HD00458,2024-03-21,2024-03,23,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,Momo,2024-04-18,5.0,Đạt
HD00579,2024-03-21,2024-03,21,TOEIC,Ngoại Ngữ,1200000,0,1200000,Tiền mặt,2024-04-13,680,Đạt
HD00670,2024-03-21,2024-03,19,IELTS,Ngoại Ngữ,4500000,0,4500000,Chuyển khoản,2024-04-12,6.5,Đạt
HD00399,2024-03-22,2024-03,22,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Tiền mặt,2024-04-05,975,Đạt
HD01283,2024-03-22,2024-03,15,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,Chuyển khoản,2024-04-18,5.0,Đạt
HD01467,2024-03-22,2024-03,17,IELTS,Ngoại Ngữ,4500000,0,4500000,Momo,2024-04-06,7.0,Đạt
HD00750,2024-03-23,2024-03,24,MOS Word,Tin Học,850000,0.2,680000.0,Chuyển khoản,2024-04-18,870,Đạt
HD00806,2024-03-23,2024-03,26,IELTS,Ngoại Ngữ,4500000,0.2,3600000.0,Chuyển khoản,2024-04-18,6.0,Đạt
HD00897,2024-03-24,2024-03,19,TOEIC,Ngoại Ngữ,1200000,0,1200000,Chuyển khoản,2024-04-17,540,Không đạt
HD01110,2024-03-25,2024-03,22,MOS Excel,Tin Học,850000,0.15,722500.0,Tiền mặt,2024-04-22,804,Đạt
HD00856,2024-03-26,2024-03,21,TOEIC,Ngoại Ngữ,1200000,0.2,960000.0,Momo,2024-04-17,790,Đạt
HD01057,2024-03-26,2024-03,18,IELTS,Ngoại Ngữ,4500000,0,4500000,Chuyển khoản,2024-04-20,6.0,Đạt
HD00788,2024-03-27,2024-03,15,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2024-04-23,715,Đạt
HD01236,2024-03-27,2024-03,20,IELTS,Ngoại Ngữ,4500000,0.2,3600000.0,Chuyển khoản,2024-04-20,5.5,Đạt
HD01278,2024-03-27,2024-03,31,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2024-04-14,540,Không đạt
HD00037,2024-03-28,2024-03,25,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2024-04-13,385,Không đạt
HD00488,2024-03-28,2024-03,22,MOS Excel,Tin Học,850000,0,850000,Chuyển khoản,2024-04-19,851,Đạt
HD00758,2024-03-28,2024-03,26,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2024-04-27,480,Không đạt
HD00902,2024-03-28,2024-03,20,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Chuyển khoản,2024-04-26,335,Không đạt
HD01076,2024-03-28,2024-03,29,TOEIC,Ngoại Ngữ,1200000,0,1200000,VNPay,2024-04-19,660,Đạt
HD00194,2024-03-29,2024-03,24,MOS Excel,Tin Học,850000,0.1,765000.0,Momo,2024-04-24,826,Đạt
HD00613,2024-03-29,2024-03,16,VSTEP,Ngoại Ngữ,1800000,0,1800000,Chuyển khoản,2024-04-24,3.8,Không đạt
HD01112,2024-03-29,2024-03,20,IELTS,Ngoại Ngữ,4500000,0,4500000,Tiền mặt,2024-04-15,6.5,Đạt
HD01122,2024-04-01,2024-04,26,MOS Excel,Tin Học,850000,0,850000,Tiền mặt,2024-04-25,778,Đạt
HD01335,2024-04-01,2024-04,15,IC3,Tin Học,750000,0,750000,Chuyển khoản,2024-04-18,814,Đạt
HD00729,2024-04-02,2024-04,22,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Chuyển khoản,2024-05-02,345,Không đạt
HD00965,2024-04-02,2024-04,25,TOEIC,Ngoại Ngữ,1200000,0,1200000,Chuyển khoản,2024-04-21,765,Đạt
HD00971,2024-04-02,2024-04,24,MOS Excel,Tin Học,850000,0.1,765000.0,VNPay,2024-04-29,826,Đạt
HD00594,2024-04-03,2024-04,20,IELTS,Ngoại Ngữ,4500000,0,4500000,Momo,2024-04-23,6.5,Đạt
HD01010,2024-04-04,2024-04,20,MOS Word,Tin Học,850000,0,850000,Chuyển khoản,2024-05-03,791,Đạt
HD01150,2024-04-05,2024-04,18,IELTS,Ngoại Ngữ,4500000,0,4500000,VNPay,2024-04-26,4.0,Không đạt
HD00491,2024-04-06,2024-04,23,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Tiền mặt,2024-05-03,645,Đạt
HD00321,2024-04-07,2024-04,20,TOEIC,Ngoại Ngữ,1200000,0,1200000,VNPay,2024-05-03,570,Đạt
HD00408,2024-04-08,2024-04,20,IELTS,Ngoại Ngữ,4500000,0.15,3825000.0,Chuyển khoản,2024-04-25,5.0,Đạt
HD00489,2024-04-08,2024-04,16,MOS Excel,Tin Học,850000,0,850000,Momo,2024-05-07,911,Đạt
HD01418,2024-04-08,2024-04,22,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Momo,2024-05-08,385,Không đạt
HD00956,2024-04-09,2024-04,19,VSTEP,Ngoại Ngữ,1800000,0,1800000,Tiền mặt,2024-05-09,7.3,Đạt
HD01096,2024-04-09,2024-04,15,TOEIC,Ngoại Ngữ,1200000,0,1200000,Tiền mặt,2024-05-04,610,Đạt
HD00355,2024-04-10,2024-04,21,MOS Word,Tin Học,850000,0,850000,Momo,2024-05-06,862,Đạt
HD00889,2024-04-10,2024-04,27,IELTS,Ngoại Ngữ,4500000,0,4500000,Momo,2024-05-06,4.0,Không đạt
HD00928,2024-04-10,2024-04,21,TOEIC,Ngoại Ngữ,1200000,0.2,960000.0,VNPay,2024-05-01,500,Không đạt
HD01333,2024-04-10,2024-04,16,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2024-05-05,630,Đạt
HD00002,2024-04-11,2024-04,16,IELTS,Ngoại Ngữ,4500000,0,4500000,Tiền mặt,2024-05-02,6.0,Đạt
HD00206,2024-04-11,2024-04,28,IC3,Tin Học,750000,0.15,637500.0,Tiền mặt,2024-05-11,694,Không đạt
HD00306,2024-04-11,2024-04,20,IELTS,Ngoại Ngữ,4500000,0.15,3825000.0,Tiền mặt,2024-04-30,6.0,Đạt
HD00307,2024-04-11,2024-04,23,IELTS,Ngoại Ngữ,4500000,0.2,3600000.0,VNPay,2024-05-06,6.0,Đạt
HD00334,2024-04-11,2024-04,21,IELTS,Ngoại Ngữ,4500000,0,4500000,Tiền mặt,2024-04-26,5.5,Đạt
HD00779,2024-04-11,2024-04,23,VSTEP,Ngoại Ngữ,1800000,0,1800000,VNPay,2024-04-26,2.0,Không đạt
HD00104,2024-04-12,2024-04,23,MOS Excel,Tin Học,850000,0,850000,Momo,2024-05-04,792,Đạt
HD00415,2024-04-12,2024-04,28,TOEIC,Ngoại Ngữ,1200000,0,1200000,Chuyển khoản,2024-05-05,555,Đạt
HD00610,2024-04-12,2024-04,24,TOEIC,Ngoại Ngữ,1200000,0,1200000,VNPay,2024-05-02,525,Không đạt
HD01134,2024-04-12,2024-04,20,MOS Word,Tin Học,850000,0,850000,Momo,2024-05-12,680,Không đạt
HD00595,2024-04-13,2024-04,33,VSTEP,Ngoại Ngữ,1800000,0,1800000,Momo,2024-05-02,7.7,Đạt
HD01220,2024-04-13,2024-04,18,VSTEP,Ngoại Ngữ,1800000,0.1,1620000.0,Chuyển khoản,2024-05-04,4.9,Đạt
HD00250,2024-04-15,2024-04,19,IC3,Tin Học,750000,0.2,600000.0,Momo,2024-05-03,802,Đạt
HD01280,2024-04-15,2024-04,21,IELTS,Ngoại Ngữ,4500000,0,4500000,Chuyển khoản,2024-05-06,6.0,Đạt
HD00166,2024-04-16,2024-04,19,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,VNPay,2024-05-05,640,Đạt
HD00499,2024-04-16,2024-04,20,TOEIC,Ngoại Ngữ,1200000,0,1200000,VNPay,2024-05-05,705,Đạt
HD00810,2024-04-16,2024-04,16,IELTS,Ngoại Ngữ,4500000,0,4500000,Momo,2024-05-06,5.5,Đạt
HD01045,2024-04-17,2024-04,24,IC3,Tin Học,750000,0.1,675000.0,Chuyển khoản,2024-05-13,807,Đạt
HD01155,2024-04-17,2024-04,33,IELTS,Ngoại Ngữ,4500000,0.15,3825000.0,Tiền mặt,2024-05-17,5.5,Đạt
HD00063,2024-04-18,2024-04,19,TOEIC,Ngoại Ngữ,1200000,0,1200000,Chuyển khoản,2024-05-14,520,Không đạt
HD00737,2024-04-18,2024-04,15,IC3,Tin Học,750000,0.15,637500.0,Momo,2024-05-18,730,Đạt
HD01204,2024-04-18,2024-04,18,MOS Excel,Tin Học,850000,0,850000,Momo,2024-05-07,771,Đạt
HD00801,2024-04-19,2024-04,20,TOEIC,Ngoại Ngữ,1200000,0,1200000,Chuyển khoản,2024-05-09,630,Đạt
HD00099,2024-04-20,2024-04,23,MOS Excel,Tin Học,850000,0,850000,Momo,2024-05-13,793,Đạt
HD00932,2024-04-20,2024-04,16,TOEIC,Ngoại Ngữ,1200000,0,1200000,Chuyển khoản,2024-05-18,670,Đạt
HD00582,2024-04-21,2024-04,27,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Momo,2024-05-21,385,Không đạt
HD00910,2024-04-22,2024-04,25,MOS Word,Tin Học,850000,0,850000,Momo,2024-05-20,640,Không đạt
HD01034,2024-04-22,2024-04,20,TOEIC,Ngoại Ngữ,1200000,0.2,960000.0,Chuyển khoản,2024-05-21,730,Đạt
HD01441,2024-04-23,2024-04,15,IELTS,Ngoại Ngữ,4500000,0.2,3600000.0,Momo,2024-05-18,7.5,Đạt
HD00022,2024-04-24,2024-04,25,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,Tiền mặt,2024-05-11,5.5,Đạt
HD00301,2024-04-24,2024-04,16,TOEIC,Ngoại Ngữ,1200000,0,1200000,VNPay,2024-05-17,415,Không đạt
HD00388,2024-04-24,2024-04,30,IELTS,Ngoại Ngữ,4500000,0.15,3825000.0,Chuyển khoản,2024-05-24,6.5,Đạt
HD01352,2024-04-24,2024-04,19,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Tiền mặt,2024-05-19,525,Không đạt
HD01384,2024-04-24,2024-04,24,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,Chuyển khoản,2024-05-12,7.0,Đạt
HD01396,2024-04-24,2024-04,24,IELTS,Ngoại Ngữ,4500000,0.2,3600000.0,Tiền mặt,2024-05-11,7.0,Đạt
HD01151,2024-04-25,2024-04,24,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Chuyển khoản,2024-05-23,660,Đạt
HD00509,2024-04-26,2024-04,23,MOS Word,Tin Học,850000,0,850000,VNPay,2024-05-14,943,Đạt
HD01109,2024-04-26,2024-04,19,TOEIC,Ngoại Ngữ,1200000,0.2,960000.0,Momo,2024-05-21,370,Không đạt
HD00629,2024-04-27,2024-04,25,VSTEP,Ngoại Ngữ,1800000,0,1800000,VNPay,2024-05-23,2.1,Không đạt
HD00828,2024-04-27,2024-04,17,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Tiền mặt,2024-05-24,705,Đạt
HD00469,2024-04-28,2024-04,27,MOS Word,Tin Học,850000,0,850000,Tiền mặt,2024-05-18,791,Đạt
HD00969,2024-04-28,2024-04,23,TOEIC,Ngoại Ngữ,1200000,0,1200000,VNPay,2024-05-15,215,Không đạt
HD00438,2024-04-29,2024-04,17,TOEIC,Ngoại Ngữ,1200000,0.15,1020000.0,Tiền mặt,2024-05-25,665,Đạt
HD00603,2024-04-29,2024-04,31,TOEIC,Ngoại Ngữ,1200000,0,1200000,Chuyển khoản,2024-05-23,510,Không đạt
HD00593,2024-04-30,2024-04,23,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2024-05-30,300,Không đạt
HD00454,2024-05-01,2024-05,23,MOS Word,Tin Học,850000,0.1,765000.0,Tiền mặt,2024-05-24,878,Đạt
HD00739,2024-05-01,2024-05,24,IC3,Tin Học,750000,0.15,637500.0,Momo,2024-05-21,835,Đạt
HD01008,2024-05-01,2024-05,20,IELTS,Ngoại Ngữ,4500000,0,4500000,Tiền mặt,2024-05-17,7.0,Đạt
HD01344,2024-05-01,2024-05,22,MOS Excel,Tin Học,850000,0.15,722500.0,VNPay,2024-05-23,866,Đạt
HD00665,2024-05-02,2024-05,23,MOS Excel,Tin Học,850000,0.15,722500.0,Chuyển khoản,2024-05-21,851,Đạt
HD00374,2024-05-04,2024-05,15,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2024-06-02,510,Không đạt
HD00612,2024-05-04,2024-05,23,IELTS,Ngoại Ngữ,4500000,0,4500000,Tiền mặt,2024-05-24,7.5,Đạt
HD00630,2024-05-04,2024-05,26,MOS Word,Tin Học,850000,0,850000,VNPay,2024-06-01,901,Đạt
HD01484,2024-05-04,2024-05,20,TOEIC,Ngoại Ngữ,1200000,0,1200000,VNPay,2024-05-26,660,Đạt
HD01415,2024-05-05,2024-05,22,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2024-06-02,640,Đạt
HD00089,2024-05-06,2024-05,19,IELTS,Ngoại Ngữ,4500000,0,4500000,Momo,2024-05-30,4.0,Không đạt
